"id","company","store","content","at","score","sentimento","usedText"
67766,"itau","google","A cada atualização que é realizada no aplicativo ele fica mais lento e alguma funcionalidade para de funcionar. Incrível isso....Uma eternidade para abrir o aplicativo e quando abre é sempre algo que não funciona corretamente. Horrível. Se for realizar um pix tem que abrir o app bem antes de pagar,porque se deixar pra abrir no momento da transação,trava até a fila da padaria kkkkkk",2023-12-20 18:33:16,1,"0","cada atualização é realizada aplicativo fica lento alguma funcionalidad funcionar incrível issouma eternidad abrir aplicativo abr é sempr algo não funciona corretament horrível realizar pix abrir app bem ant pagarporqu deixar pra abrir momento transaçãotrava fila padaria kkkkkk"
67767,"itau","google","Lixo de app. Que bagunça. Zona. Tem q ser claro e objetivo. Pra quê um monte de opções ba tela inicial sendo q só da pda acessa-las depois q entra no app? Tem q ser direto. O pior: toda função da erro, o pix , os cartões. Eu abri a conta tem 2 dias, fiz a transferência e nao consigo gerar um cartão pra poder utilizar enquanto o físico não chega. Um monte de opção q NAO funciona. A assistência então, um lixo, um monte de respostas automáticas q levam de volta pro erro.",2023-12-28 16:11:55,1,"0","lixo app bagunça zona q ser claro objetivo pra quê mont opçõ ba tela inici sendo q pda acessala q entra app q ser direto pior toda função erro pix cartõ abri conta dia fiz transferência nao consigo gerar cartão pra poder utilizar enquanto físico não chega mont opção q nao funciona assistência então lixo mont resposta automática q levam volta pro erro"
67768,"itau","google","A reformulação ficou visualmente muito interessante. A navegação ficou pesada. Há atraso na resposta aos cliques e transições de telas. O acesso com biometria não está funcionando, mesmo configurando-o várias vezes. Tal como os processos do Banco, o app ainda é um tanto burocrático com tantos cliques e telas por funcionalidade.",2023-12-19 13:32:16,3,"0","reformulação ficou visualment interessant navegação ficou pesada atraso resposta cliqu transiçõ tela acesso biometria não funcionando configurandoo vária veze tal processo banco app ainda é tanto burocrático tanto cliqu tela funcionalidad"
67769,"itau","google","Interface era tão boa, mas o Itau insiste em ficar mudando constantemente, para formatos cada vez piores. Essa cor de realce em azul, em algumas partes do aplicativo, deixa a leitura mais difícil, já que ela é muito saturada e o texto nestes casos é sempre branco. É ofuscante demais. E mais uma vez, perdi meus atalhos da página inicial. Em toda atualização eu preciso cadastra-los novamente.",2023-12-07 18:31:08,3,"0","interfac tão boa itau insist ficar mudando constantement formato cada vez pior cor realc azul alguma part aplicativo deixa leitura difícil é saturada texto nest caso é sempr branco é ofuscant demai vez perdi atalho página inici toda atualização preciso cadastralo novament"
67770,"itau","google","Essa nova atualização está horrível. A anterior era bem melhor! Agora o app está confuso e extremamente poluído visualmente, seja antes ou após acessar a conta, as cores, ferramentas, excesso de informações DESNECESSÁRIAS, TUDO está ruim! Antes ele era fácil e prático de mexer, de achar a função ou opção necessária, agora está quase impossível de mexer!!! Além de que está travando e demorando muito pra carregar.",2023-12-14 11:23:46,1,"0","nova atualização horrível anterior bem melhor agora app confuso extremament poluído visualment ant apó acessar conta core ferramenta excesso informaçõ desnecessária tudo ruim ant fácil prático mexer achar função opção necessária agora quas impossível mexer além travando demorando pra carregar"
67771,"itau","google","Novo layout péssimo, visualização da página inicial totalmente desconexa, era muito mais simples o layout anterior, com o saldo logo de cara e as principais informações detalhadas logo abaixo (cartões, investimentos e etc), sem contar que dava para colocar atalhos. Agora, para visualizar tem que entrar em cada categoria de forma separada, toralmente travado. Quem foi que aprovou isso?",2023-12-07 12:54:39,1,"0","novo layout péssimo visualização página inici totalment desconexa simpl layout anterior saldo logo cara principai informaçõ detalhada logo abaixo cartõ investimento etc contar dava colocar atalho agora visualizar entrar cada categoria forma separada toralment travado aprovou"
67772,"itau","google","A última atualização conseguiu piorar o que já não era bom. A interface ficou horrível! O app está pesado e lento... Terrível! Prezado, boa tarde. Aprecio sua tentativa de ajuda, mas não se trata dos parcos 9 Mbs que estavam armazenados na cache do app. Se trata do aplicativo ser pesado (quase 500 Mbs), especialmente se comparado aos apenas 55 Mbs do app da CEF. Também da interface, que na minha opinião, ficou feia e não está muito intuitiva. Particularmente, eu gostava mais antes da atualização",2023-12-13 17:43:01,2,"0","última atualização conseguiu piorar não bom interfac ficou horrível app pesado lento terrível prezado boa tard aprecio tentativa ajuda não trata parco mbs armazenado cach app trata aplicativo ser pesado quas mbs especialment comparado apena mbs app cef interfac opinião ficou feia não intuitiva particularment gostava ant atualização"
67773,"itau","google","A nova versão ficou péssima! Dá mais visibilidade a dicas inúteis do que ao que realmente importa, como o saldo da conta, por exemplo. Espero que voltem atrás e retornem à interface de usuário anterior. Não preciso de um aplicativo de propagandas, mas sim de um aplicativo bancário. Se quisesse aplicativo de compras, acessaria o Amazon ou o Mercado Livre!",2023-12-09 13:20:14,1,"0","nova versão ficou péssima dá visibilidad dica inútei realment importa saldo conta exemplo espero voltem atrá retornem interfac usuário anterior não preciso aplicativo propaganda sim aplicativo bancário quisess aplicativo compra acessaria amazon mercado livr"
67774,"itau","google","Eu só não dou 1 estrela por que o aplicativo ""funciona""( e não é sempre). Lento, pesado, mal otimizado, pouco prático e confuso. Eles adicionam atalhos e mudam ícones mas os problemas são sempre os mesmo. De longe um dos piores aplicativos de banco que eu já experimentei e todas as vezes que eu abro eu penso se não vale a pena usar o da caixa que faz tudo melhor e direito. O Itaú continua tendo benefícios interessantes mas o app é de longe um dos piores aspectos do serviço do banco.",2023-12-12 12:01:34,2,"0","não dou estrela aplicativo funciona não é sempr lento pesado mal otimizado pouco prático confuso adicionam atalho mudam ícone problema sempr long pior aplicativo banco experimentei toda veze abro penso não vale pena usar caixa faz tudo melhor direito itaú continua tendo benefício interessant app é long pior aspecto serviço banco"
67775,"itau","google","Aplicativo péssimo. Demorado, nada intuitivo e cada nova atualização piora mais. Ao invés de simplificar...complicam mais para o usuário. Difícil de encontrar as opções, demorado para as transações. Agora ainda tem uma tela dizendo que está de cara nova pra acessar a tela de acesso ao app. Pra que isso ? Muito Carnaval pra piorar mais o que já era ruim",2023-12-09 11:35:12,1,"0","aplicativo péssimo demorado nada intuitivo cada nova atualização piora invé simplificarcomplicam usuário difícil encontrar opçõ demorado transaçõ agora ainda tela dizendo cara nova pra acessar tela acesso app pra carnav pra piorar ruim"
67776,"itau","google","O novo layout ficou horrível. Por várias vezes eu cheguei a pensar que a tela inicial não estava sendo carregada por instabilidade de internet ou falha no telefone. Cheguei a reiniciar o aparelho pra ver se carregava até perceber que realmente não ia aparecer os ícones. Me pergunto como será a experiência de usuários leigos e com dificuldade para se readaptar?! Devolvam o que era antes e eu devolvo as 5 estrelas!!!",2023-12-13 15:08:11,1,"0","novo layout ficou horrível vária veze cheguei pensar tela inici não sendo carregada instabilidad internet falha telefon cheguei reiniciar aparelho pra ver carregava perceb realment não ia aparec ícone pergunto experiência usuário leigo dificuldad readaptar devolvam ant devolvo estrela"
67777,"itau","google","No geral, o aplicativo é bom. Mas o anúncio para ativação do limite da conta atrapalha muito a navegação. Quando vc menos espera surge uma tela para ativar o limite ou fechar e mesmo clicando em ""fechar"" sou direcionado para a contratação do serviço que não tenho interesse. Parece algo mal intencionado para induzir pessoas ao erro. E toda vez que abro o aplicativo isso ocorre.",2023-11-30 10:55:10,4,"0","geral aplicativo é bom anúncio ativação limit conta atrapalha navegação vc meno espera surg tela ativar limit fechar clicando fechar direcionado contratação serviço não interess parec algo mal intencionado induzir pessoa erro toda vez abro aplicativo ocorr"
67778,"itau","google","Horrível 😔 !!! Muito irritante bloqueio da conta acontece com constância. Ligue para central, desbloquearam a conta, mas minutos depois bloquearam novamente. Isso não acontece outros bancos digitais que eu tenho, nem mesmo com Iti do Itaú, que possou. Irritante também que único meio contato, seja por telefone ou agência, não tem chat online. Outro problema não consigo usa biometria do celular no app do Itaú, muito irritante e frustrante. Erros constantes no app. Iti muito melhor.",2023-12-28 11:44:42,1,"0","horrível 😔 irritant bloqueio conta acontec constância ligu central desbloquearam conta minuto bloquearam novament não acontec outro banco digitai nem iti itaú possou irritant único meio contato telefon agência não chat onlin outro problema não consigo usa biometria celular app itaú irritant frustrant erro constant app iti melhor"
67779,"itau","google","Eu sempre tive uma experiência incrível, a cada atualização de versão. Porém agora não estou tendo a mesma experiência. O APP do Itaú, após você digitar a senha, demorar entrar na aplicação. Achei que estava tendo problema de conectividade no Wi-Fi e no 5g, mas nada mudou, e achei que também poderia ser a versão só android, mas acabei de trocar de aparelho celular para uma versão mais nova. E mesmo assim a conexão com o APP continua péssimo. E a nova versão do APP, está bem sem graça.",2023-12-13 19:46:15,1,"0","sempr experiência incrível cada atualização versão porém agora não tendo mesma experiência app itaú apó digitar senha demorar entrar aplicação achei tendo problema conectividad wifi g nada mudou achei poderia ser versão android acabei trocar aparelho celular versão nova assim conexão app continua péssimo nova versão app bem graça"
67780,"itau","google","Péssimo. O app está horrível desde a última atualização. Quase nunca consigo abrir. Aparece uma mensagem em uma faixa roxa dizendo que no momento estão com algum problema. Preciso instalar e desinstalar de novo ou reiniciar meu celular, me causando vários transtornos como pagamentos que preciso efetuar via pix no momento. Absurdo!",2023-12-26 19:36:09,1,"0","péssimo app horrível desd última atualização quas nunca consigo abrir aparec mensagem faixa roxa dizendo momento algum problema preciso instalar desinstalar novo reiniciar celular causando vário transtorno pagamento preciso efetuar via pix momento absurdo"
67781,"itau","google","Depois dessa nova atualização a funcionalidade do app ficou péssima, demora para abrir e dá muito erro para realizar as transações. Ao invés de facilitar, fizeram complicar, pois antes da atualização não era assim. Fazíamos tudo sem nenhum problema. Espero que os desenvolvedores do app Itaú reparem esses problemas, e assim possamos usar o aplicativo sem transtornos.",2023-12-21 11:05:12,1,"0","dessa nova atualização funcionalidad app ficou péssima demora abrir dá erro realizar transaçõ invé facilitar fizeram complicar poi ant atualização não assim fazíamo tudo nenhum problema espero desenvolvedor app itaú reparem problema assim possamo usar aplicativo transtorno"
67782,"itau","google","Cada vez que atualiza fica pior e mais lento, trava, não abre, parece que os desenvolvedores não entendem nada do que fazem. Atualizando minha opinião, o aplicativo foi atualizado e ficou ainda pior, simplesmente não fecha, tenho que todas as vezes reiniciar o celular para fechar o aplicativo, realmente esses desenvolvedores precisam aprender e estudar melhor.",2023-12-08 12:40:42,1,"0","cada vez atualiza fica pior lento trava não abr parec desenvolvedor não entendem nada fazem atualizando opinião aplicativo atualizado ficou ainda pior simplesment não fecha toda veze reiniciar celular fechar aplicativo realment desenvolvedor precisam aprend estudar melhor"
67783,"itau","google","Quando vi a nova interface pela primeira vez achei que fosse apenas um testes mas parece que é sério mesmo 🤦🏾‍♂️ ficou horrível Trava bastante, a navegação é lenta, erros de ui/ux, sobras, espaçamentos. A sensação que tenho é de estar utilizando um app de uma Fintech que está a procura de investidores (e que com essa interface não irá conseguir nenhum) e não de um dos maiores bancos, se não o maior banco.",2023-12-13 16:56:10,1,"0","vi nova interfac primeira vez achei apena test parec é sério 🤦🏾‍♂️ ficou horrível trava bastant navegação é lenta erro uiux sobra espaçamento sensação é estar utilizando app fintech procura investidor interfac não irá conseguir nenhum não maior banco não maior banco"
67784,"itau","google","Aguardando ansiosamente pela atualização que vai remover essa tela azul que foi colocada na última versão. O app ficou mais lento e não consigo mais ver o rendimento mensal dos fundos, na opção de conhecer os produtos. Quando clico em um fundo para ver a rentabilidade, volta para a ""bendita"" tela azul. Pelo menos, podemos dizer com propriedade que deu ""tela azul"".",2023-10-30 22:28:04,2,"0","aguardando ansiosament atualização vai remov tela azul colocada última versão app ficou lento não consigo ver rendimento mensal fundo opção conhec produto clico fundo ver rentabilidad volta bendita tela azul meno podemo dizer propriedad deu tela azul"
67785,"itau","google","Após algumas atualizações do app, não estou conseguindo visualizar os empréstimos e valor das parcelas que faltam para terminar os contratos, inclusive o consignado. Somente consigo ver o montante total, sem maiores detalhes. Mesmo limpando a memória cachê do app, as parcelas (valores e quantas já foram pagas), continuam sem visualização. Após 1 mês, com a atualização mais recente, efetuei uma transferência de saldo, consta no extrato, só que não gerou o comprovante.",2023-12-08 16:01:59,4,"0","apó alguma atualizaçõ app não conseguindo visualizar empréstimo valor parcela faltam terminar contrato inclus consignado soment consigo ver montant total maior detalh limpando memória cachê app parcela valor quanta paga continuam visualização apó mês atualização recent efetuei transferência saldo consta extrato não gerou comprovant"
67786,"itau","google","Vim reavaliar o aplicativo após a última atualização. Agora está bem mais rápido, até então não travou mais, sem propagandas, mais usual e com design superior, a altura do banco. Agora só precisa que o acesso ao aplicativo seja mais simples, e não cheio de botões e atalhos, um acesso direto a conta como era antes.",2023-12-22 20:26:06,4,"0","vim reavaliar aplicativo apó última atualização agora bem rápido então não travou propaganda usual design superior altura banco agora precisa acesso aplicativo simpl não cheio botõ atalho acesso direto conta ant"
67787,"itau","google","Após a última atualização (12/23) este app ainda abre e acessa a minha conta, mas parou de funcionar, não acessa nenhuma informação, não faz nenhuma operação, ficou inútil. Fiz contato com a Central de Relacionamento e me informaram que esta nova versão do app não é compatível com a versão do Androide do meu celular que é um pouco antiga... Desinstalando e reinstalando no mesmo celular voltou a funcionar, mas observei dois problemas na nova interface: mais complicado para SAIR do app, ...",2023-12-28 11:36:57,1,"0","apó última atualização app ainda abr acessa conta parou funcionar não acessa nenhuma informação não faz nenhuma operação ficou inútil fiz contato central relacionamento informaram nova versão app não é compatível versão android celular é pouco antiga desinstalando reinstalando celular voltou funcionar observei doi problema nova interfac complicado sair app"
67788,"itau","google","Depois dessa nova atualização o app ficou simplesmente imprestável, nada carrega, não tenho acesso a saldo, extrato, transferência, nada! Diz que está com instabilidade e não funciona nada! E antes que o suporte venha aqui comentar e perguntar se eu já limpei o cash, sim limpei, reiniciei, fiz promessa pra santo, despacho, o escambau e continua sem funcionar.",2023-12-28 23:04:33,1,"0","dessa nova atualização app ficou simplesment imprestável nada carrega não acesso saldo extrato transferência nada diz instabilidad não funciona nada ant suport venha aqui comentar perguntar limpei cash sim limpei reiniciei fiz promessa pra santo despacho escambau continua funcionar"
67789,"itau","google","Aplicativo já era ruim e conseguiu ficar pior, após pagamentos da fatura ele não atualiza como pago, mais de 3 semanas e o app me cobra a mesma fatura, paguei duas vezes a mesma fatura, atendimento da central é péssimo além da demora na espera. Mas oq eu mais fico puto é por ser algo tão simples, apartir do momento q eu paguei já constar pra mim q o pagamento foi efetuado. Se o APP de vcs forem comparados com os outros bancos, vcs estão deixando a desejar e muito por algo q deveria ser mínimo...",2023-12-28 21:41:30,1,"0","aplicativo ruim conseguiu ficar pior apó pagamento fatura não atualiza pago semana app cobra mesma fatura paguei dua veze mesma fatura atendimento central é péssimo além demora espera oq fico puto é ser algo tão simpl apartir momento q paguei constar pra mim q pagamento efetuado app vcs comparado outro banco vcs deixando desejar algo q deveria ser mínimo"
67790,"itau","google","O Aplicativo está demasiadamente lento, interface confusa e muitas informações aleatórias. O formato e versão anterior, mesmo com alguns problemas, ainda era usável. Aplicativo de banco deve ser simples e prático, tendo em vista que usamos no dia a dia. Gosto do Itaú, mas por hora não o usarei até que os problemas e instabilidades sejam corrigidos. Um banco gigante como o Itaú, não deveria estar sendo gerido por uma equipe tão amadora, perde muito em confiabilidade e credibilidade.",2023-12-11 20:56:01,1,"0","aplicativo demasiadament lento interfac confusa muita informaçõ aleatória formato versão anterior algun problema ainda usável aplicativo banco deve ser simpl prático tendo vista usamo dia dia gosto itaú hora não usarei problema instabilidad corrigido banco gigant itaú não deveria estar sendo gerido equip tão amadora perd confiabilidad credibilidad"
67791,"itau","google","O aplicativo é funcional, dificilmente apresenta falhas e seu layout é bastante intuitivo. No entanto, há duas coisas que incomodam bastante: a) Frequentemente não dá opção para acessar a conta com a biometria, obrigando o usuário a digitar a senha numérica (1 a cada 3 acessos); b) Há muita insistência no aplicativo para a contratação de limites de crédito e empréstimos, mesmo fechando as abas de ofertas (parece até algo mal intencionado). Melhorando esses pontos, reavaliarei com nota máxima.",2023-11-28 21:45:14,3,"0","aplicativo é funcion dificilment apresenta falha layout é bastant intuitivo entanto dua coisa incomodam bastant frequentement não dá opção acessar conta biometria obrigando usuário digitar senha numérica cada acesso b muita insistência aplicativo contratação limit crédito empréstimo fechando aba oferta parec algo mal intencionado melhorando ponto reavaliarei nota máxima"
67792,"itau","google","Que horror essa nova interface. Não faz o menor sentido essa tela nova de cor gritante e cheia de botões assim que abrimos o app. Não sei como essa UI foi aprovada e chegou em produção, a antiga cumpria muito bem seu papel sem poluição visual. E arrumar as notificações push de compra no cartão que é bom, nada...",2023-12-19 12:50:55,1,"0","horror nova interfac não faz menor sentido tela nova cor gritant cheia botõ assim abrimo app não sei ui aprovada chegou produção antiga cumpria bem papel poluição visual arrumar notificaçõ push compra cartão é bom nada"
67793,"itau","google","Está nova versão é simplesmente orrivel. Lenta, quando for finalizar trava, etc... Solicito a gentileza de voltar para o anterior. Vocês ( Banco Itaú), não visam o bem estar do cliente e sim, dificultar cada vez mais. Nem todos tem a agilidade para lidar com essas inovações ridículas. Mais parece um aplicativo de propagandas comercias inuteis . Antes de definir as mudanças no aplicativo, procurem saber a opinião dos CLIENTES MAIS ANTIGOS E IDOSOS que ajudaram a manter à Instituição...",2023-12-13 21:13:10,1,"0","nova versão é simplesment orrivel lenta finalizar trava etc solicito gentileza voltar anterior banco itaú não visam bem estar client sim dificultar cada vez nem todo agilidad lidar inovaçõ ridícula parec aplicativo propaganda comercia inutei ant definir mudança aplicativo procurem saber opinião client antigo idoso ajudaram manter instituição"
67794,"itau","google","Após atualização muitas mensagens de erro e falhas em algumas transações. Pouco intuitivo e muito poluído com propagandas de produtos da marca. Opção de conta corrente e poupança eram mais fáceis. Hj não mostra opção de escolha entre as 2 contas durante transações. Nem agendar um pagamento estou conseguindo realizar. Ficou muito ruim.",2023-12-11 20:28:10,1,"0","apó atualização muita mensagen erro falha alguma transaçõ pouco intuitivo poluído propaganda produto marca opção conta corrent poupança fácei hj não mostra opção escolha conta durant transaçõ nem agendar pagamento conseguindo realizar ficou ruim"
67795,"itau","google","Não consigo acessar a conta pelo app da até medo de inserir os dados porque a tela parece não ser a do banco. O App Está indisponível sempre pede para tentarmos mais tarde. Não gostei dessa mudança, cores berrantes. Deixou de ser intuitivo, e de chegar a rápida informação do que precisamos. Voltem ao anterior, muito melhor, prático e rápido. Tela treme. Ja reinstalei, atualizei e continua na mesma. 😖",2023-12-11 12:15:30,1,"0","não consigo acessar conta app medo inserir dado porqu tela parec não ser banco app indisponível sempr pede tentarmo tard não gostei dessa mudança core berrant deixou ser intuitivo chegar rápida informação precisamo voltem anterior melhor prático rápido tela treme ja reinstalei atualizei continua mesma 😖"
67796,"itau","google","Muitas cores no aplicativo, chegando a dificultar a visualização das informações. Versão anterior facilitava a visualização do que procurava. Passou muito do ponto. Telas mais limpas facilitam a visualização das informações, as cores aparecem mais do que os dados que eu procuro. Informações que eu encontrava com facilidade, não vejo mais.",2023-12-11 23:40:02,1,"2","muita core aplicativo chegando dificultar visualização informaçõ versão anterior facilitava visualização procurava passou ponto tela limpa facilitam visualização informaçõ core aparecem dado procuro informaçõ encontrava facilidad não vejo"
67797,"itau","google","Olá, precisa melhorar este aplicativo. Estou precisando logar umas 5 vezes para fazer uma transferência pix. Isso faz perder muito tempo, antes eu não tinha nenhum problema, foi atualizar o app e começar essa dor de cabeça, já reiniciei, desinstalei e instalei novamente, cokies e dados apagados mas nada foi resolvido. Precisamos que olhem esse problema aí. Depois da última atualização, o app parece que ficou mais difícil de mexer.",2023-12-11 18:12:32,3,"0","olá precisa melhorar aplicativo precisando logar uma veze fazer transferência pix faz perder tempo ant não nenhum problema atualizar app começar dor cabeça reiniciei desinstalei instalei novament coki dado apagado nada resolvido precisamo olhem problema aí última atualização app parec ficou difícil mexer"
67798,"itau","google","Após atualizado o app o mesmo ficou muito pouco intuitivo esta literalmente muito ruim de mexer de achar as opções minha família toda tem o app e ninguém gostou destas cores fortes e forma dos ícones com detalhes branco ficou horrível. Sou analista de tecnologia e está atualização literalmente ficou menos intuitivo para seus clientes mais de idade uma ideia é voltar as configurações anteriores ou deixar uma opção de layout para nós clientes escolherem a melhor opção que desejamos. Grato",2023-12-09 22:26:23,1,"0","apó atualizado app ficou pouco intuitivo literalment ruim mexer achar opçõ família toda app ninguém gostou desta core fort forma ícone detalh branco ficou horrível analista tecnologia atualização literalment ficou meno intuitivo client idad ideia é voltar configuraçõ anterior deixar opção layout client escolherem melhor opção desejamo grato"
67799,"itau","google","Aplicativo com erros recorrentes, quando abro para ver opções de investimentos ao escolher um investimento o APP simplesmente sai sem informar erro. Está extremamente lento essa nova versão. Conseguiram deixar ruim o que era bom, agora para não ter problemas com pagamentos rapidos por pix melhor deixar dinheiro de movimentação diária em banco que tem aplicativos ágeis.",2023-12-07 12:49:08,1,"0","aplicativo erro recorrent abro ver opçõ investimento escolh investimento app simplesment sai informar erro extremament lento nova versão conseguiram deixar ruim bom agora não ter problema pagamento rapido pix melhor deixar dinheiro movimentação diária banco aplicativo ágei"
67800,"itau","google","Elogiava o funcionamento rápido e interface simples do aplicativo, no entanto, na última atualização, as inovações acabaram deixando o app lento, tanto para abrir quanto para executar as tarefas do dia a dia. Minha outra ressalva fica em torno das mudanças no designer e icons de transferências, pois pessoas que tem menor familiaridade para utilizar o app (como a minha mãe) tiveram dificuldade de encontrar aquilo que necessitavam. Por favor voltem ao que era antes ou melhorem muito!!",2023-12-11 15:41:03,2,"0","elogiava funcionamento rápido interfac simpl aplicativo entanto última atualização inovaçõ acabaram deixando app lento tanto abrir quanto executar tarefa dia dia outra ressalva fica torno mudança design icon transferência poi pessoa menor familiaridad utilizar app mãe dificuldad encontrar necessitavam favor voltem ant melhorem"
